,dim1,dim2,dim3,label
328,-14.464736,4.19221,8.648608,5
329,-13.442612,-19.430864,-14.774311,4
330,-4.2004137,25.59073,17.183277,3
331,-13.361465,2.5575707,-26.327589,6
332,-16.129349,2.2725518,14.554685,5
333,3.9987814,0.27670234,14.071654,8
334,-13.988916,-14.51274,7.863117,9
335,-4.4877944,9.365895,2.2332003,5
336,-12.158067,-22.092718,-8.325912,4
337,9.498411,-27.602343,-4.205723,7
338,-20.143755,-17.054781,-12.722117,4
339,4.1732435,21.043938,-15.198654,2
340,-7.610819,-23.527328,5.2226477,7
341,4.0669003,18.215437,13.07034,3
342,-8.957039,-22.180199,-7.680736,4
343,12.267522,4.664574,1.7047093,8
344,-9.271891,-17.208992,7.319675,9
345,21.485176,-8.28869,-11.88834,1
346,14.950548,10.959309,14.043998,9
347,4.279758,23.167158,-13.887032,2
348,11.2901,1.5066407,12.171483,8
349,15.629881,-31.104986,0.5477324,7
350,-11.080018,-15.581777,4.763713,9
351,19.698515,-7.5542884,-12.24149,1
352,-1.6766648,2.5781345,17.463984,8
353,20.390034,-25.014189,-0.69001186,7
354,-9.939066,-23.740389,-5.0316367,4
355,21.11008,-1.6404,-14.141019,1
356,7.9975643,10.092446,24.32254,3
357,20.685284,-6.809377,-8.184294,1
358,26.919443,2.1049204,17.755247,1
359,-18.016043,27.140575,1.9971262,0
360,22.699268,11.539253,-6.311919,2
361,7.4931893,13.300425,13.289376,3
362,-9.628931,-16.042885,0.3685922,9
363,-7.6393237,-21.543615,-15.608488,4
364,-7.9288583,-14.862104,-1.8998829,9
365,5.2286277,18.390903,-10.306753,2
366,28.430574,3.9170115,7.50898,1
367,-17.653309,5.5970225,-23.49331,6
368,14.467413,7.339097,4.9640555,8
369,-14.386725,-20.440403,-12.332509,4
370,18.732689,-18.415108,6.3347526,7
371,5.87606,-35.068024,1.8407261,7
372,-16.132233,-25.058182,-5.8237967,4
373,-11.336632,-19.858656,-16.30208,4
374,-13.484886,-19.508007,6.829432,9
375,3.4929924,21.250654,-15.533632,2
376,-17.483065,11.049061,8.372198,5
377,8.081068,-28.40452,-4.8369994,7
378,14.087887,20.612339,-9.617148,2
379,-6.128527,-18.642687,-16.360718,4
380,-26.913616,-16.57478,-6.298621,4
381,1.2292962,15.44696,-10.650175,2
382,26.902012,0.3464716,11.536976,1
383,1.752805,-12.170242,-4.3076224,9
384,7.5787973,-16.039839,8.989855,7
385,4.1221113,18.0158,-14.682562,2
386,-0.8067089,-6.411326,20.274113,8
387,17.984085,-28.501247,-0.43306187,7
388,-6.4139757,1.2179993,-25.11672,6
389,-1.004591,-15.39556,-8.635026,9
390,20.524246,17.935917,-4.247514,2
391,3.5542111,19.060158,-18.891562,2
392,1.8073313,7.926629,25.039648,3
393,9.617064,1.7137238,-2.5173283,8
394,30.813234,0.48035622,17.574984,1
395,-15.572402,5.634744,-24.85981,6
396,-11.582056,5.4265914,8.602893,5
397,21.63978,-1.4357284,-14.836388,1
398,27.157207,-5.2994857,14.488396,1
399,-13.5722885,28.881714,-2.2179601,0
400,15.810045,18.71683,-9.417453,2
401,-10.915566,3.0235665,-26.224258,6
402,-17.07096,-19.141018,-12.7424345,4
403,-5.6006327,10.104048,2.645423,5
404,0.7699149,9.96974,23.170967,8
405,3.8429284,18.330305,13.166572,3
406,30.933777,0.46907976,18.63864,1
407,-5.2447968,9.716574,2.338204,5
408,31.277977,-9.02929,4.621759,1
409,0.69967526,-12.125085,-10.741652,9
410,21.132513,17.0131,-8.43559,2
411,12.657534,-24.566221,-5.8849607,7
412,-6.3159184,-26.907967,-10.167602,4
413,-11.715239,-15.02863,-15.48266,4
414,-15.5608835,-10.368598,-5.042412,4
415,10.526285,0.45153013,-5.315193,8
416,22.428444,-7.250338,-4.6519685,1
417,-2.184477,7.14976,-2.78794,5
418,-2.3175683,7.9367967,-5.9797297,8
419,3.215482,-13.858616,-5.6485696,9
420,-15.374011,9.022885,5.223521,5
421,-13.469588,4.6993637,-23.606844,6
422,12.830579,-22.498236,3.5819905,7
423,4.1968336,-13.9524,-9.214678,9
424,-10.726027,-21.97364,13.693039,9
425,4.9170237,16.208378,8.842852,3
426,2.2159433,-33.4226,9.116191,7
427,-14.146485,21.531908,-7.9459143,0
428,-7.788994,-19.242498,11.401543,9
429,-21.89588,19.996243,-1.3443475,0
430,-1.1441231,0.37841424,-18.566605,6
431,-17.88399,1.348684,-22.854177,6
432,8.959129,23.198154,-9.849233,2
433,5.57371,21.410278,12.319009,3
434,-13.89909,-11.34135,13.607488,9
435,-23.001291,20.572773,-5.4752245,0
436,0.5760966,-27.067778,4.21015,7
437,-2.268083,9.186768,-0.6116439,5
438,-19.340601,-19.934835,-4.335578,4
439,8.919279,5.4642186,-2.8683355,8
440,-23.129507,15.758097,1.5977428,0
441,1.7747358,-19.273178,-5.3079567,9
442,-15.9274,-20.442123,-8.372302,4
443,22.675138,-2.1412191,-14.502215,1
444,17.622717,9.719103,-6.3321795,2
445,7.680753,2.8218598,3.2546766,8
446,-2.1422832,-28.731974,11.381256,7
447,21.363811,-1.3252271,-14.642832,1
448,7.6697574,19.359735,-16.61037,2
449,-13.989095,5.2010045,-23.46058,6
450,27.316235,-5.04999,5.527393,1
451,-6.4874487,20.213175,-0.9270883,0
452,-5.1046915,17.864264,13.260822,3
453,-19.85356,27.065708,-8.712817,0
454,29.397268,-10.323609,11.066327,1
455,17.679565,-9.354199,-8.153083,1
456,9.75966,5.07796,5.747117,8
457,5.172,23.833046,-17.205475,2
458,-21.37968,21.422625,5.8345647,0
459,9.418086,5.859742,24.961891,3
460,-12.267008,-11.782996,8.198093,9
461,-17.560596,-17.417465,-18.151102,4
462,-22.279814,20.033098,-8.701146,0
463,-5.163871,4.1820507,-3.6062834,5
464,-24.655935,15.033133,1.1224003,0
465,-12.825183,8.027379,-23.524319,6
466,26.449026,-10.335729,-6.949863,1
467,17.191664,-32.440002,-2.8557148,7
468,0.26554665,-34.38153,17.055456,7
469,6.47114,-3.3017497,-1.0379478,8
470,31.395008,0.088233516,17.309725,1
471,4.5195518,-13.197584,-10.887972,9
472,20.943197,12.053406,-5.9907026,2
473,-17.127865,28.123573,-8.128545,0
474,-15.018826,2.9895992,9.621555,5
475,17.215412,-5.0832095,-19.267788,1
476,11.738717,12.813386,-17.489677,2
477,6.6319985,25.4883,-17.38474,2
478,11.22149,-15.436599,7.129908,7
479,5.9396954,13.446496,19.510717,3
480,-19.005474,3.2517073,9.023363,5
481,-12.58684,-15.8832245,-19.599806,4
482,-7.642424,-15.930771,-4.3651714,9
483,19.051601,-30.50904,-4.8695774,7
484,27.312574,-5.767191,12.415881,1
485,5.372323,-0.4300508,-2.602088,8
486,0.5168823,7.8177457,28.7834,3
487,4.8763585,-11.467743,-14.547363,9
488,-21.302713,2.2927177,-10.286698,6
489,-18.735952,26.91062,-13.690342,0
490,-3.0949535,20.572817,19.410301,3
491,10.1643715,-3.341998,-17.341244,1
492,22.38235,-5.944619,-10.431082,1
493,-0.2362909,19.868599,-17.859,2
494,-19.980635,12.985904,0.30978587,6
495,-4.2784786,18.203644,12.650119,3
496,-11.950885,10.781121,14.018649,5
497,20.619976,-24.7738,-8.225923,7
498,-9.188222,0.9649641,-23.302649,6
499,13.394945,6.061061,4.8060427,8
500,12.875598,16.120527,1.8111186,3
501,5.524707,-11.481135,-15.35047,9
502,-21.532497,2.3377967,7.435054,5
503,9.94212,4.1882515,-3.3069186,8
504,-17.296125,5.8014216,20.229853,5
505,10.569834,-31.876802,-2.1374958,7
506,-29.057718,4.970551,-12.610126,6
507,17.238583,-5.854582,-19.104921,1
508,14.318167,-1.7596294,-19.578424,1
509,10.44646,16.043797,8.384612,3
510,28.77816,-6.8073683,-10.374369,1
511,17.676188,-23.142859,-8.546243,7
512,-11.169325,-1.448266,6.851115,5
513,-5.235928,4.745839,-2.7482944,5
514,-14.609499,16.187841,13.825726,5
515,-0.52378684,23.018145,-15.968644,2
516,-17.42068,-2.560882,13.017872,5
517,2.2587762,0.79917866,0.54234546,8
518,9.839926,-13.242162,3.012957,7
519,-14.339166,28.090586,-11.151143,0
520,-8.334001,-17.583834,6.428837,9
521,7.7642746,-31.36225,-6.4989552,7
522,12.372405,-31.484715,6.965278,7
523,-3.8912055,7.520393,-4.4785876,5
524,-23.967848,19.018589,1.6921179,0
525,2.205015,-11.074384,-10.591443,9
526,-22.019276,18.272654,-0.194734,0
527,-8.540222,28.065027,-12.689357,0
528,2.436892,-7.931302,23.555805,8
529,4.102519,-11.599464,-14.743668,9
530,11.786917,10.563258,-9.859848,2
531,-7.9272857,-19.444548,-24.08268,4
532,5.623085,-6.9061837,19.663464,8
533,8.740491,-2.9585342,-15.673689,1
534,-16.78667,0.4311115,-12.375422,6
535,11.17457,-4.375796,-16.665146,1
536,-16.882057,-0.889454,-21.144741,6
537,-3.6237626,7.909596,-0.32661718,5
538,28.475504,-7.0041175,-10.5347,1
539,3.1794014,-2.101242,6.682068,8
540,11.955437,10.381739,23.283342,3
541,-12.413377,-19.193651,-18.881468,4
542,-7.019871,25.239859,2.8921196,0
543,-10.941249,6.729753,-0.90297055,5
544,-2.6035473,12.968118,13.296089,5
545,15.060367,2.4176915,6.643066,8
546,1.4886757,24.940971,20.16487,3
547,-8.223695,4.5155654,-21.660362,6
548,7.7946763,27.012518,-10.697258,2
549,5.0095296,15.594052,12.09339,3
550,-9.5615015,-17.992393,5.652166,9
551,5.0890536,24.560665,-16.70962,2
552,20.991285,3.5154073,5.238111,1
553,22.299337,-4.2552624,-18.640472,1
554,-14.37412,1.3176043,20.537321,5
555,5.18689,23.80479,-17.270895,2
556,20.672865,-2.7616057,5.2190433,1
557,4.805372,15.514454,11.910866,3
558,18.527304,7.4586334,-13.495613,2
559,8.812471,6.130985,-0.37422493,8
560,19.994146,-20.490482,-2.0510397,7
561,4.6273327,19.90327,8.44636,3
562,6.8017945,-33.14838,10.833575,7
563,4.706728,23.836435,-17.1997,2
564,-20.934874,-17.277185,-12.272436,4
565,-16.586746,13.145611,-20.004929,6
566,-7.3060613,-18.435665,3.0279064,9
567,18.070213,-28.228523,-5.011894,7
568,10.568771,21.015783,-4.9941587,2
569,-9.30693,-19.17179,-19.411516,4
570,9.330309,11.687169,-9.872849,2
571,10.133456,0.12944447,1.975096,8
572,24.107096,-7.1957006,7.696738,1
573,18.536352,-9.967436,-14.958949,1
574,12.397372,14.855957,23.908184,3
575,11.124143,1.6476364,-3.49735,8
576,-18.712297,-28.429789,-1.3648338,4
577,-13.967612,28.739862,-9.982915,0
578,-6.7654862,-2.8978279,-28.362503,6
579,-11.2005,2.7633832,-3.8524916,5
580,-7.3463273,-20.859194,5.630248,9
581,6.538006,19.242643,8.647581,3
582,-9.988636,16.633383,5.408533,0
583,5.7833023,-12.781076,-14.486759,9
584,13.851515,25.575293,-10.710125,2
585,-11.408223,-16.681305,-22.300035,4
586,21.52976,-24.659283,-4.6401563,7
587,12.910259,-1.1110238,-17.752485,1
588,19.649736,11.720753,2.9092772,2
589,0.28337702,-9.3450775,-12.833425,9
590,-6.6264176,-20.299183,-7.562641,4
591,-2.8038878,17.751633,-11.923665,2
592,-22.024998,-3.282225,-13.057931,6
593,16.475983,-5.3224835,-17.753975,1
594,-0.9077912,3.2565925,15.227135,8
595,4.4833703,-12.429164,-14.111187,9
596,-20.435783,13.115656,0.26765928,0
597,-4.485443,11.407868,-22.16092,6
598,-14.978347,5.901134,-26.468721,6
599,17.375528,-27.025723,-6.522451,7
600,-2.5953429,-21.518204,-3.626547,9
601,3.6412272,-10.326563,-14.59017,9
602,4.7327747,0.1513275,22.717438,8
603,-6.7027683,30.35205,-7.1996703,0
604,27.063465,-12.887316,-2.323763,1
605,-6.5909657,-18.86359,-24.279316,4
606,-28.106993,-18.85671,1.9868115,4
607,-15.683755,14.277141,-20.193415,6
608,0.8677287,-26.212843,13.797132,7
609,19.959743,-6.856328,-19.265852,1
610,-16.360006,-4.521802,4.9532933,5
611,19.437532,-21.18363,-6.7734513,7
612,-14.187321,18.092337,3.335541,0
613,8.213669,16.132183,15.350011,3
614,-0.6363713,7.647953,-1.9740051,5
615,4.5438004,-1.5514927,-0.8978233,8
616,-21.316568,-14.464749,-2.9095094,4
617,17.24012,-27.104515,-5.3268323,7
618,30.739977,-1.2260087,16.069912,1
619,-0.27302477,19.953617,-17.928854,2
620,-12.570991,2.2236655,19.7144,5
621,1.0581443,-11.794983,-10.293016,9
622,-10.850987,-1.1788338,19.667864,5
623,-7.8455877,7.861362,-24.718967,6
624,17.783426,-28.0864,5.691991,7
625,-17.51488,5.059816,6.715301,5
626,-1.6651651,-5.0300317,-7.450345,9
627,1.4553312,0.91073775,-4.955085,8
628,2.638303,-2.4670289,20.796759,8
629,9.6229725,13.496935,12.710795,3
630,-3.0545497,-1.6797131,-22.572573,6
631,3.567608,-10.269233,-14.693988,9
632,3.4815786,-33.179405,8.296427,7
633,-8.013965,27.284298,-8.79744,0
634,18.297995,-20.39496,4.1329017,7
635,7.5156384,12.557587,-18.122112,5
636,9.293274,-23.487934,-1.6274369,7
637,16.254122,-2.6511574,-20.230015,1
638,26.848335,-4.8888283,16.425121,1
639,-11.676142,26.684195,-5.2000184,0
640,1.510806,-32.18502,13.542474,7
641,5.729235,-13.562539,-15.069812,9
642,2.099551,17.17717,-9.53769,2
643,6.590452,17.971302,16.810505,3
644,15.068764,-11.477986,1.6252445,7
645,1.668958,11.241284,13.709832,3
646,23.275463,12.798821,0.5038331,2
647,-6.7222857,-18.389965,-23.472994,4
648,31.75548,1.6454446,-4.728448,1
649,-7.047142,8.668349,-23.893879,6
650,18.842903,7.1566772,-8.302514,2
651,17.140272,-28.425592,-6.2677164,7
652,-16.298359,10.809597,8.9027405,5
653,-11.597798,7.277861,0.94691753,5
654,12.089763,-23.979605,5.98509,7
655,-11.037163,-16.592794,-22.358652,4
